"","Genotype","a_fit","b_fit","c_fit","d_fit","e_fit","f_fit","g_fit","h_fit","end_NPQ","max_amp","gradient","end_FvFm"
"250","B1K-38-01",3.75558770313314,0.00702040683660293,3.36472456461257,0.0186052183354103,0.416550228592929,0.272180002552869,0.0136986430681923,0.516556687363506,0.33302666232613,3.79082249655145,0.0338515899466417,0.796573775855418
"251","B1K-38-08",3.74181177652348,0.00560192990738795,3.42492873168264,0.0145915617599723,0.331419761932144,0.288036350015356,0.0113028231834873,0.500709101012119,0.325255139784826,3.68222952371358,0.0348025039728655,0.787262962488504
"252","B1K-38-12",4.08989131451411,0.00506964587264192,3.4517204142532,0.0155161225216821,0.429182723155145,0.277702989493027,0.0113206631825825,0.500960512251598,0.356119993349597,3.87709381049373,0.0331794661124108,0.780146326890905
"253","B1K-38-14",3.95095948177389,0.006883534723959,3.43034513932929,0.0279551851884963,0.430581160898962,0.271283778687457,0.021163457366717,0.516688337895812,0.324282730398892,3.91824578594249,0.0341413028896973,0.798572397719112
"254","B1K-38-20",3.56001321568902,0.00934215637068899,3.21701782024717,0.017697747336217,0.351250067593348,0.268167241557131,0.012615318234523,0.525963796759543,0.267388089077711,3.58688216026768,0.0377089758424903,0.7956717614234
"255","B1K-39-02",3.78084308061074,0.00667373066509093,3.33939437233476,0.0147089123207921,0.449773013099125,0.269413600319834,0.010516883754578,0.510257448888134,0.378473081560681,3.83934607385148,0.0332333579346306,0.782751329243004
"256","B1K-39-07",3.93227188623622,0.00511921799270597,3.11434143733678,0.0213583647623815,0.449147969103539,0.257194614167013,0.0154777270831358,0.512545361889303,0.357412863785919,3.59284245795405,0.0278359537612529,0.77680636150249
"257","B1K-39-12",3.73258685135115,0.00547323520642777,3.29149886047538,0.0155599753613263,0.345486493957513,0.280789159597811,0.0115499073516253,0.501262323639689,0.302734783516411,3.61395879056899,0.0348782204634992,0.788183517668019
"258","B1K-39-16",3.84543124073936,0.00650504212471975,3.28131899731804,0.0206834008943233,0.438639895284883,0.26248976243723,0.0148853527969739,0.518950988479368,0.357662159615115,3.73782082333169,0.0305031133084817,0.787731998963143
"259","B1K-40-02",3.72559916367599,0.00874595484876336,3.39434752281467,0.015639413781576,0.401739792833651,0.276857845852617,0.0114338749244387,0.506745507220815,0.365666228950198,3.7934637351523,0.0396726942587685,0.781211930441412
"260","B1K-40-11",4.00744001835624,0.00526147285347692,3.42272424320822,0.0188279145982982,0.371209568366274,0.281037407297278,0.0136277080768214,0.50643423406053,0.304261160380691,3.79239930472334,0.0297268019153609,0.78897828834796
"261","B1K-40-17",4.18566218555655,0.00329116230489004,3.153061523496,0.0156744997276007,0.402933767579061,0.259307202530019,0.0119388636913379,0.53705656044177,0.351358380401539,3.542386148931,0.0180756958779468,0.795617844577522
"262","B1K-41-03",4.00201741931992,0.00640703157607651,3.5485434767868,0.0144526346175467,0.426746506457266,0.280509421296967,0.0106725467321567,0.504276225657689,0.361854846758676,3.95026225179271,0.0409877219220446,0.787466824343799
"263","B1K-41-08",3.88742013651142,0.0062453450246931,3.39726099125843,0.0148488394816711,0.41028974030246,0.276189116981119,0.0112033621854889,0.504228336182596,0.371165896573764,3.79373005290349,0.0302449648310331,0.782476989849214
"264","B1K-41-11",4.08308095172225,0.00709611290187225,3.44616591020458,0.0144055133096734,0.479989645663418,0.280003260038482,0.0104494308877811,0.485047358507117,0.398422357738276,3.96400969862413,0.0339758329990985,0.765484571235837
"265","B1K-41-13",4.04893288093586,0.006069423443715,3.6047813959775,0.0153231722641751,0.366503320884254,0.291670957304539,0.0102495372787326,0.501648899723621,0.289191908087502,3.92254943069034,0.033085760971904,0.793928179088077
"266","B1K-41-18",4.08785231545814,0.00608114181888683,3.62185988933543,0.0114277300623863,0.408676504779576,0.288289411333516,0.00832573397135498,0.494550315135727,0.379901092775262,4.02064137114044,0.033394905916938,0.783372165210118
"267","B1K-42-01",3.85863096620037,0.00537723927162896,3.39993376775517,0.0219129266286808,0.368716231289434,0.278950767737721,0.0155948673661623,0.5044025028793,0.295807249573373,3.80749240857105,0.0402837364431358,0.788296797328568
"268","B1K-42-07",4.0289073724943,0.00689996308760002,3.49807399756162,0.0134349617074318,0.482460515669801,0.279216769398966,0.00947915043238385,0.492108847738715,0.394830780434,4.01913372079201,0.0383509628657644,0.776613922809627
"269","B1K-42-10",3.6599750965156,0.00653830348993109,3.16477203567819,0.0204756645263806,0.446442588559286,0.260247809646069,0.0151925324629098,0.517998392618661,0.342843282433255,3.67189152456252,0.0317121503658087,0.786564977169152
"270","B1K-42-17",3.97095078859785,0.00397583693055951,3.2638829716413,0.0192514045214617,0.332128433883727,0.280690218247444,0.0144582147739289,0.507120636356893,0.272302457772509,3.59630168683734,0.0274915228109944,0.789537043908478
"271","B1K-42-19",4.05398441693515,0.00396247361044011,3.29060473929954,0.0184416829701102,0.340859934177724,0.273705860369509,0.0136219640007268,0.516980299950188,0.286045354905709,3.68207253128791,0.0281148985555768,0.798320427936419
"272","B1K-43-04",3.8549649999759,0.00570936768818997,3.30520919425361,0.01792835573447,0.376523186259508,0.275082110711251,0.0133929186124156,0.510167689132509,0.342785504396361,3.63838483773022,0.0303239385911439,0.784091849495456
"273","B1K-43-05",2.70062952169798,0.00861005761021504,2.35235516466172,0.0364439626359706,0.394378478886656,0.207600989514553,0.0264760565573889,0.585161011216353,0.261742559983314,2.77575067497613,0.0301435450765785,0.805279261395599
"274","B1K-43-11",3.60524048678381,0.00556415563839645,3.16444345236998,0.0186799994418297,0.364858339652699,0.261519752730461,0.0132808563897758,0.53631702943074,0.272873240549266,3.57111315740671,0.0328885747249687,0.801362701764841
"275","B1K-43-14",3.83470918705703,0.00511333663928578,3.18019176836113,0.0167432203833563,0.405666169185064,0.258756679258386,0.0125830933366729,0.535144972379477,0.339385380078956,3.56986566745002,0.031358286139416,0.793670371040889
"276","B1K-43-15",3.77998299624638,0.00663241374749591,3.17405614704447,0.0205362040149797,0.424009365434477,0.258025528817133,0.0145106860376812,0.530288888591054,0.310610478997613,3.63290638828464,0.0287860095752128,0.79440096325139
"277","B1K-43-20",3.49082550772444,0.00609009319640221,3.08074285631184,0.0179936622532395,0.349507979276897,0.265532192995198,0.0127977437835066,0.518348294450967,0.289807369616501,3.4536800862081,0.0330266060995736,0.784370849655473
"278","B1K-44-02",4.01111426551486,0.00764255784646734,3.50826071235357,0.0140583144102326,0.473425031011075,0.275025082065365,0.0101391963727207,0.498379305225316,0.3875550421491,4.0323441958133,0.0349125332560191,0.778843536268653
"279","B1K-44-06",3.49806367930925,0.0117800752633262,3.23038805075976,0.0163551432565356,0.436461872975877,0.270095155394303,0.0117999148558621,0.493854425835737,0.380194224879839,3.63983453877492,0.0440690159059976,0.764195415414343
"280","B1K-44-09",3.78957967075641,0.00875067412119699,3.45680765079629,0.0146558806070586,0.405138869721086,0.280192986567206,0.0108143697884852,0.504927238397771,0.335665525035502,3.87146739343508,0.0416311690943752,0.791357086219867
"281","B1K-44-14",3.51424847571784,0.00838446300476392,3.00009366084787,0.0169178584368025,0.496225465014869,0.2497346079599,0.0122504875875969,0.525446646057015,0.426870899701354,3.50221015363655,0.0316769757318997,0.779246112458379
"282","B1K-44-20",3.80525425215831,0.00701842631147208,3.30878789832442,0.0211191582650367,0.412626982561815,0.271505603027416,0.0158635075564197,0.503747961349209,0.341928722354079,3.72463153052304,0.0346088155682664,0.780921571462903
"283","B1K-45-02",3.91409207817637,0.00710001860676295,3.44049709949485,0.0155699919105344,0.412829099564229,0.274908488764144,0.0114171904495181,0.522356668170625,0.374593029111338,3.81191063128678,0.0338149063192615,0.795058441715695
"284","B1K-45-05",4.04759808570284,0.00489542200091114,3.30614564318793,0.0180519599506083,0.391096784521901,0.268180947415466,0.0135156209658762,0.522826898051035,0.31791295344673,3.74122265842235,0.0243848299283664,0.796576634609561
"285","B1K-45-09",3.79294521075114,0.00879699929480918,3.27099164132678,0.012566851644067,0.514703250815893,0.263333960718197,0.00900999425727677,0.510576708229186,0.416752707657178,3.82940027562395,0.0355859224472431,0.782224672549238
"286","B1K-45-10",3.76232461962955,0.00710909744603352,3.24711441818741,0.0156356005946988,0.418184525493955,0.264630022194682,0.011432172588732,0.529912543426345,0.310826119227226,3.70059507588595,0.0291530366518117,0.801297777754241
"287","B1K-46-03",3.67319070818735,0.00978287741744064,3.31638152517181,0.0149695921016354,0.382433920277361,0.272323805978946,0.0115209167410451,0.520700147765985,0.32453151333818,3.66099005638813,0.0371263060826814,0.796090563763669
"288","B1K-46-07",3.82536392144172,0.00628066927357155,3.38501259294707,0.0139246221511548,0.378834753284157,0.279191413190261,0.0103434106312065,0.511479709560749,0.355580114882694,3.72872090245153,0.0333715050764339,0.792103363385753
"289","B1K-46-15",4.19321900603199,0.00627167440200531,3.66541261081938,0.014120262049538,0.406040752262731,0.286890548696677,0.0106377902638742,0.503712483700247,0.367565946119268,4.05839229591337,0.0363878970110337,0.790153338022543
"290","B1K-46-20",4.08664922722556,0.00691372419753976,3.4841009861037,0.013367083989116,0.470848138099605,0.27635315050759,0.0100121847643674,0.501325585643777,0.399540402316984,3.9878953676177,0.0340471905969587,0.780430050550714
"291","B1K-47-04",3.50015541699199,0.00645860998136742,2.89450187009629,0.0225142463987687,0.435439369776024,0.23385466791823,0.0168346354854125,0.556929156255271,0.333510935833342,3.38556372133063,0.0264904548997704,0.799747044300764
"292","B1K-47-08",3.91059025398917,0.00822044965416438,3.58522528358692,0.0147643220597969,0.39839021938387,0.289640717482252,0.0105038774779899,0.492887893458453,0.326935832092025,3.97335708180458,0.0399534168428233,0.786067761000232
"293","B1K-47-12",3.54583854616485,0.00561036265791205,3.11503300417421,0.0145631154953871,0.332836317182422,0.266568799709796,0.0108218759768348,0.526564046297857,0.278638456191362,3.4753680172937,0.0276169671552546,0.795821789643946
"294","B1K-47-20",3.46659132184355,0.00462464872197344,2.91580807199232,0.0185105691360244,0.364530399382461,0.26284997115487,0.0137853330988473,0.501009249081036,0.322259683588395,3.21607242859371,0.0212120029896225,0.761606932610115
"295","B1K-48-03",3.72944422310068,0.00817688057376772,3.43177820994479,0.0185103171816944,0.337937124603434,0.288870528543238,0.0133867658906497,0.49161446239906,0.287930242181497,3.78477570751915,0.0396765866496723,0.782504222650481
"296","B1K-48-06",4.42741864850106,0.00418362435279851,3.67654843918208,0.0187360157517805,0.312860357381824,0.308044486904879,0.0131984639571415,0.468601754564291,0.258402441869252,3.98532246342443,0.0310571678057754,0.777011825107013
"297","B1K-48-11",3.51989204823482,0.00754801868560418,3.13379253639558,0.0188487060443858,0.373502906926461,0.260172377344437,0.0143416826026044,0.529172510010412,0.303819677348609,3.5221286498565,0.0285750956059157,0.793578661273375
"298","B1K-48-13",4.16952779094506,0.00413177598516396,3.40267959385933,0.0212809436985269,0.375491457342751,0.273320796162374,0.0152142710300211,0.519026348435579,0.287509855462474,3.80217006618182,0.0248442085329241,0.796427202607253
"299","B1K-49-04",3.26280399853999,0.00762292043126966,2.99978959982768,0.0174425324739503,0.360560586949153,0.257170620806263,0.0124204518845421,0.530319909775303,0.30271322857788,3.36459071550364,0.0328111463612532,0.791463708703992
"300","B1K-49-08",3.92153291070969,0.00532874927376407,3.34359564305251,0.0179163652848965,0.379544620936479,0.274879915626721,0.0131638964552398,0.509322177270547,0.329433056196374,3.72102843929605,0.032515431276108,0.787313403390506
"301","B1K-49-10",3.84435379116351,0.00914926049780565,3.42171396125843,0.0155095769594046,0.480390609967926,0.272642737213375,0.0110442076750483,0.496284825622768,0.385708135564366,3.92620776787168,0.0431219070185085,0.775274489058797
"302","B1K-49-11",4.37034800660756,0.00842707141389881,3.72028264161635,0.0158001239405522,0.662163765734196,0.277367808003345,0.0112102974067105,0.469513775622747,0.502420444186974,4.33300386236998,0.045041182538585,0.75665654691995
"303","B1K-49-13",3.49163587405476,0.00480463012568198,3.0090838315889,0.014848277169454,0.323699251737214,0.266130962773694,0.0110059018462824,0.522943081018787,0.263316695219247,3.37660101454002,0.029779069730558,0.791245071128136
"304","B1K-49-18",3.8919035572107,0.0043799829432895,3.006647216244,0.0198920957927055,0.410348479811036,0.24870134526743,0.014549478920341,0.545499862149641,0.319668759698364,3.4731433869736,0.0196422384346443,0.799488407184165
"305","B1K-50-04",3.12998185875619,0.00839787320900514,2.85045428394183,0.0205642041520871,0.335916636443349,0.240993187865702,0.0154305853603934,0.562666821586518,0.271147629630485,3.22132392000729,0.03145479565794,0.808368374386827
"306","B1K-50-07",3.08529678564876,0.00801036435025088,2.83933552008019,0.0201696681366249,0.348969263912655,0.244402628783824,0.015314099422999,0.54627704122566,0.290578210017432,3.21904633277871,0.03084495894214,0.796389009089024
"307","B1K-50-12",4.27549561270928,0.00378447649243531,3.33601915877861,0.0198995772763745,0.389638896165951,0.276870213391619,0.0147622500321399,0.50247300714945,0.329749807336735,3.7297081591923,0.0278406381210964,0.783805221593323
"308","B1K-50-14",3.72003062157952,0.00839909450757595,3.25756128995933,0.0146796665260989,0.435250635644467,0.267574019470001,0.0111996750359042,0.507329161834204,0.386768302862634,3.67169173910925,0.0370437044583474,0.777298864389551
"309","B1K-50-20",3.55721566527368,0.00512450628414121,2.98099943758204,0.0204127968658207,0.379946192344884,0.25634612428698,0.0155980531844357,0.532712955431609,0.299277057805275,3.39344321073721,0.0278534732942555,0.792641650638377
"310","B1K-51-01",4.20534097673522,0.00775960469535231,3.76314284663648,0.0159058851912731,0.45950719708074,0.291655590863511,0.0110404692054046,0.48839291671069,0.390416495670267,4.2789789287246,0.0399344372134634,0.781053064381708
"311","B1K-51-04",3.38295195948402,0.00690064161862148,3.07895570800952,0.0220366963250233,0.356886791819894,0.256524078997237,0.0158093639708094,0.541966220711096,0.28865378012937,3.4992460073083,0.0323540672455662,0.802297088606279
"312","B1K-51-07",3.93435299546688,0.00461038682340908,3.250976239281,0.0158343945867611,0.382919512652848,0.26906875040448,0.0120400068605061,0.520253100488811,0.343509668014813,3.6383946275975,0.0244986194007771,0.790248273157225
"313","B1K-51-10",3.67054023163025,0.00574408731268215,3.30327819250516,0.023670404725214,0.366566563106565,0.266692684003448,0.0177364037835049,0.52832946709232,0.294646478141867,3.6869574632214,0.0431268568367456,0.798613177159493
"314","B1K-51-13",3.92730247283267,0.00771750359124174,3.56764155340447,0.0172101909455698,0.410149639843022,0.286254076801438,0.012275376047949,0.495283314759644,0.318321278271353,3.96747477942773,0.0411913188534425,0.785361910354857
"315","B1K-51-19",4.0906263351027,0.0076547646188263,3.73012930554887,0.0145208489630799,0.46799194009042,0.293662413615853,0.0106930207858077,0.474466512676864,0.402521320070352,4.21691492727462,0.0395347818332595,0.770226643988477
